id,competitor,country,title,description,bonus_amount,bonus_type,conditions,valid_until,url,scraped_at,hash_id,created_at
262,Rabona,SA,Found 'bonus' on page,bonuses and more skip to content limited time offer from rabona! get up to 500% bonus on first deposit. sign up now! english français italiano enjoy s,up to 500%,Welcome Bonus,First deposit,Limited time offer,https://rabona.casino/bonuses,2025-10-01T12:29:55.255043,6845709718572296620,2025-10-01 12:03:50
270,Rabona,SA,Found 'bonus' on page,bonuses and much more skip to content limited time offer from rabona! get up to 500% bonus on first deposit. sign up now! english français italiano en,up to 500%,Welcome Bonus,First deposit,Limited time,https://www.rabona.casino,2025-10-01T12:29:36.567841,4669890406275371815,2025-10-01 12:03:50
276,Rabona,SA,Found 'bonus' on page,bonuses and much more skip to content limited time offer from rabona! get up to 500% bonus on first deposit. sign up now! english français italiano en,up to 500%,Welcome Bonus,First deposit,Limited time offer,https://rabona.casino,2025-10-01T12:29:27.342004,-1843108850706565523,2025-10-01 12:03:50
233,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://rabona.casino,2025-10-01T13:57:03.958655,6484302757943375451,2025-10-01 12:03:50
241,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://www.rabona.casino,2025-10-01T13:42:47.796425,7035808106200298839,2025-10-01 12:03:50
247,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-01T13:30:34.729632,1928712491677017415,2025-10-01 12:03:50
252,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://rabona.casino/tournaments,2025-10-01T12:30:16.993231,-4807433612261294724,2025-10-01 12:03:50
255,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://rabona.casino/welcome-bonus,2025-10-01T12:30:11.881657,6034399172911888689,2025-10-01 12:03:50
258,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/offers,2025-10-01T12:30:00.401698,-2376930067676308227,2025-10-01 12:03:50
260,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/bonuses,2025-10-01T12:29:55.255043,879536366414954795,2025-10-01 12:03:50
263,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://rabona.casino/promotions,2025-10-01T12:29:48.708197,-750120185253399663,2025-10-01 12:03:50
266,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-01T12:29:36.567841,-262332987304177188,2025-10-01 12:03:50
272,Rabona,SA,Found 'deposit' on page,deposit. sign up now! english français italiano enjoy signup welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook &,100%,Welcome Bonus,First time deposit,,https://rabona.casino,2025-10-01T12:29:27.342004,-3180168655594866982,2025-10-01 12:03:50
234,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. 35x wagering requirement on bonus and winnings.,Not specified,https://rabona.casino,2025-10-01T13:57:03.958655,-1089618472355023259,2025-10-01 12:03:50
242,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit of €20. 35x wagering requirement on bonus and winnings.,Not specified,https://www.rabona.casino,2025-10-01T13:42:47.796425,-2649406206786391029,2025-10-01 12:03:50
248,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit of €20 required. 35x wagering requirement on bonus and winnings.,Not specified,https://www.rabona.casino,2025-10-01T13:30:34.729632,-497262604589154525,2025-10-01 12:03:50
256,Rabona,SA,Found 'free spins' on page,free spins 1. this offer is exclusively open to new customers who have completed the registration process and made their initial real-money deposit on,1,Free Spins,Exclusively for new customers who complete registration and make initial real-money deposit,Not specified,https://rabona.casino/welcome-bonus,2025-10-01T12:30:11.881657,4833206513194084428,2025-10-01 12:03:50
267,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit €20. 35x wagering requirement on bonus and winnings.,Not specified,https://www.rabona.casino,2025-10-01T12:29:36.567841,6175489006697826339,2025-10-01 12:03:50
273,Rabona,SA,Found 'free spins' on page,free spins. a deposit of at least €20 is required. players receive 20 free spins daily for ten days. the bonus and winnings from free spins have a 35x,200 free spins (20 daily for 10 days),Free Spins,Minimum deposit of €20. 35x wagering requirement on bonus and winnings.,Not specified,https://rabona.casino,2025-10-01T12:29:27.342004,3303395085041100388,2025-10-01 12:03:50
223,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com/tournaments,2025-10-01T13:58:10.112370,-3286337134692591490,2025-10-01 12:03:50
225,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com/welcome-bonus,2025-10-01T13:57:57.031452,4867957285379815138,2025-10-01 12:03:50
226,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com/offers,2025-10-01T13:57:46.447921,2324882260673552175,2025-10-01 12:03:50
227,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com/bonuses,2025-10-01T13:57:34.491970,4822841677460977777,2025-10-01 12:03:50
228,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com/promotions,2025-10-01T13:57:24.682191,7580050496952789560,2025-10-01 12:03:50
230,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://rabona.com,2025-10-01T13:57:16.072733,-2249629426083115841,2025-10-01 12:03:50
235,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://rabona.casino,2025-10-01T13:57:03.958655,4683092912021043380,2025-10-01 12:03:50
238,Rabona,SA,Found 'jackpot' on page,jackpots jackpots diarios jackpots calientes nuevos jackpots lucky jackpots jackpots todos los jackpots,No especificado,Jackpot,No especificadas,No especificado,https://www.rabona.com,2025-10-01T13:56:55.689072,-3779649791348982773,2025-10-01 12:03:50
243,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://www.rabona.casino,2025-10-01T13:42:47.796425,-4208409008370577355,2025-10-01 12:03:50
249,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",Not specified,Jackpot,216 jackpot games available,Not specified,https://www.rabona.casino,2025-10-01T13:30:34.729632,-3455575446645821293,2025-10-01 12:03:50
257,Rabona,SA,Found 'jackpot' on page,"jackpot €15,000 view bonus everything you need to know about rabona casino all rights reserved","€15,000",Jackpot,No specific conditions mentioned in the provided text,Not specified,https://rabona.casino/welcome-bonus,2025-10-01T12:30:11.881657,7498652777640043908,2025-10-01 12:03:50
268,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://www.rabona.casino,2025-10-01T12:29:36.567841,2140332981703751727,2025-10-01 12:03:50
274,Rabona,SA,Found 'jackpot' on page,"jackpots: there are 216 jackpot games, including popular ones like 'mega moolah', offering players chances to win big. special categories: rabona high",N/A,Jackpot,216 jackpot games available,N/A,https://rabona.casino,2025-10-01T12:29:27.342004,9211366943840516715,2025-10-01 12:03:50
170,Rabona,SA,Found 'promotion' on page,promotions for both casino games and sports betting. provides 24/7 support with fast responses. allows betting on live sports events for real-time eng,Not specified,Other,Not specified,Not specified,https://rabona.casino/bonuses,2025-10-01T12:29:55.255043,1177507414902479725,2025-10-01 11:34:28
236,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino,2025-10-01T13:57:03.958655,-761447109389361814,2025-10-01 12:03:50
244,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-01T13:42:47.796425,2629711252919347026,2025-10-01 12:03:50
250,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-01T13:30:34.729632,2909541750917581804,2025-10-01 12:03:50
253,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/tournaments,2025-10-01T12:30:16.993231,-8575909598406796346,2025-10-01 12:03:50
259,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/offers,2025-10-01T12:30:00.401698,1347788805765541963,2025-10-01 12:03:50
261,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/bonuses,2025-10-01T12:29:55.255043,-8003671398247231026,2025-10-01 12:03:50
264,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino/promotions,2025-10-01T12:29:48.708197,-6554121976669205587,2025-10-01 12:03:50
269,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://www.rabona.casino,2025-10-01T12:29:36.567841,1589515045010308994,2025-10-01 12:03:50
275,Rabona,SA,Found 'welcome' on page,welcome bonus of 100% of first time deposit sign up on rabona casino rabona sportsbook & casino rabona casino is a popular online gambling site,100%,Welcome Bonus,First time deposit,Not specified,https://rabona.casino,2025-10-01T12:29:27.342004,-1862327395421760641,2025-10-01 12:03:50
232,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",,Tournament,,,https://rabona.casino,2025-10-01T13:57:03.958655,2309866748435449536,2025-10-01 12:03:50
240,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",string,Tournament,string,string,https://www.rabona.casino,2025-10-01T13:42:47.796425,2856929784904593578,2025-10-01 12:03:50
246,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",Not specified,Tournament,Not specified,Not specified,https://www.rabona.casino,2025-10-01T13:30:34.729632,-2585267238833478449,2025-10-01 12:03:50
265,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",,Tournament,,,https://www.rabona.casino,2025-10-01T12:29:36.567841,-4598104111959535837,2025-10-01 12:03:50
271,Rabona,SA,tournament,"tournaments from popular games such as call of duty, counter strike, and dota 2. odds and features: while rabona’s odds match those of leading provide",string,Tournament,string,string,https://rabona.casino,2025-10-01T12:29:27.342004,-4685323955535327064,2025-10-01 12:03:50
